provider,channel name,provider epg_channel_id,guide source,guide channel id,confidence
P1,UK: BBC ONE LONDON 4K ◉,BBCOneOxford.uk,freeview,BBCOneLondonHD.uk,high
P1,UK: BBC 1 HD ◉,bbc1.uk,freeview,BBCOneLondonHD.uk,medium
P1,UK: BBC 2 HD ◉,BBC2.uk,freeview,BBCTwoHD.uk,high
P1,UK: BBC 3 / CBBC HD ◉,TS,freeview,BBCThreeHD.uk,low
P1,UK: BBC 4 / CBEEBIES 4K ◉,BBC4.uk,freeview,BBCFourHD.uk,low
P1,UK: ITV 1 HD ◉,ITV1.uk,freeview,ITV1London.uk,medium
P1,UK: ITV 1 4K ◉,,freeview,ITV1London.uk,medium
P1,UK: ITV 1 +1 ◉,ITV1.uk,freeview,ITV1Plus1London.uk,medium
P1,UK: ITV 2 HD ◉,itv2.uk,freeview,ITV2.uk,high
P1,UK: ITV 2 4K ◉,ITV2.uk,freeview,ITV2.uk,high
P1,UK: ITV 3 HD ◉,ITV3.uk,freeview,ITV3.uk,high
P1,UK: ITV 4 HD ◉,ITV4.uk,freeview,ITV4.uk,high
P1,UK: ITV BE HD ◉,ITVBe.uk,,,none
P1,UK: CHANNEL 4 4K ◉,,freeview,Channel4London.uk,medium
P1,UK: CHANNEL 5 4K ◉,Channel5.uk,freeview,5.uk,high
P1,UK: E4 4K ◉,E4.uk,freeview,E4.uk,high
P1,UK: E4 +1 ◉,E4.uk,freeview,E4Plus1.uk,high
P1,UK: 4SEVEN ◉,4Seven.uk,freeview,4seven.uk,high
P1,UK: CBBC 4K ◉,BBC1.uk,freeview,CBBC.uk,high
P1,UK: ALIBI 4K ◉,Alibi.uk,epgshare,U.and.alibi.HD.uk,high
P1,UK: BBC 1 4K ◉,bbc1.uk,freeview,BBCOneLondonHD.uk,medium
P1,UK: BBC 2 4K ◉,BBC2.uk,freeview,BBCTwoHD.uk,high
P1,UK: BBC 3 4K ◉,TS,freeview,BBCThreeHD.uk,high
P1,UK: BBC 4 ◉,BBC4.uk,freeview,BBCFourHD.uk,high
P1,UK: ITV 1 ◉,ITV1.uk,freeview,ITV1London.uk,medium
P1,UK: ITV 2 ◉,itv2.uk,freeview,ITV2.uk,high
P1,UK: ITV 2+1 ◉,ITV2.uk,freeview,ITV2Plus1.uk,high
P1,UK: ITV 3 4K ◉,ITV3.uk,freeview,ITV3.uk,high
P1,UK: ITV 3+1 ◉,ITV3.uk,freeview,ITV3Plus1.uk,high
P1,UK: ITV 4 4K ◉,ITV4.uk,freeview,ITV4.uk,high
P1,UK: ITV 4+1 ◉,ITV4.uk,freeview,ITV4Plus1.uk,high
P1,UK : ITV QUIZ 4K,itvquiz.uk,freeview,ITVQuiz.uk,high
P1,UK: CITV ◉,CITV.uk,,,none
P1,UK: E4 ◉,E4.uk,freeview,E4.uk,high
P1,UK: ALIBI +1 ◉,Alibi.uk,epgshare,alibi+1.uk,high
P1,UK: CHANNEL 5 ◉,Channel5.uk,freeview,5.uk,high
P1,UK: CHANNEL 4 ◉,Channel4.uk,freeview,Channel4London.uk,medium
P1,UK: CHANNEL 5 +1 ◉,Channel5.uk,freeview,5Plus1.uk,high
P1,UK: BBC Brit HD,,,,none
P1,UK: BBC Earth HD ◉,TS,,,none
P1,UK: RT DOCUMENTRY HD ◉,RTDocEnglish.ru,,,none
P1,UK: FOOD NETWORK ◉,FoodNetwork.uk,freeview,FoodNetwork.uk,high
P1,UK: FOOD NETWORK +1 ◉,TS,freeview,FoodNetworkPlus1.uk,high
P1,UK: HGTV ◉,HGTV.uk,,,none
P1,UK: HGTV +1 ◉,TS,,,none
P1,UK: BBC ONE NI HD ◉,BBC1.uk,freeview,BBCOneNorthernIreland.uk,high
P1,UK: BBC ONE WALES HD ◉,BBCOneWales.uk,freeview,BBCOneWalesHD.uk,high
P1,UK: BBC TWO WALES HD ◉,BBCTwoWales.uk,freeview,BBCTwoWales.uk,high
P1,UK: BBC TWO HD ◉,BBCTwoWales.uk,freeview,BBCTwoHD.uk,high
P1,UK: LONDON LIVE ◉,4seven.uk,freeview,LondonTV.uk,low
P1,UK: BBC ALBA ◉,BBCAlba.uk,freeview,BBCAlba.uk,high
P1,UK: BBC ONE CAMBRIDGE ◉,,freeview,BBCOneEast.uk,medium
P1,UK: BBC ONE CHANNEL ISLAND ◉,BBC1.uk,freeview,BBCOneChannelIslands.uk,high
P1,UK: BBC ONE EAST W ◉,BBCOneEastMidland.uk,freeview,BBCOneEast.uk,low
P1,UK: BBC ONE NI HD ◉,BBC1.uk,freeview,BBCOneNorthernIreland.uk,high
P1,UK: BBC ONE OXFORD ◉,BBCOneOxford.uk,freeview,BBCOneSouth.uk,medium
P1,UK: BBC ONE SCOT HD ◉,BBCOneScotland.uk,freeview,BBCOneScotHD.uk,high
P1,UK: BBC ONE SCOT ◉,BBCOneScotland.uk,freeview,BBCOneScotHD.uk,high
P1,UK: BBC ONE YORKS ◉,BBC1Yorkshire.uk,freeview,BBCOneYorkshire.uk,high
P1,UK: BBC ONE SOUTH EAST ◉,BBCOneSouthEast.uk,freeview,BBCOneSouthEast.uk,high
P1,UK: BBC ONE SOUTH WEST ◉,BBCOneSouthEast.uk,freeview,BBCOneSouthWest.uk,high
P1,UK: BBC ONE WEST ◉,BBCOneWestMidland.uk,freeview,BBCOneWest.uk,high
P1,UK: BBC ONE YK LI ◉,BBC1Yorkshire.uk,freeview,BBCOneYorksLincs.uk,high
P1,UK: BBC ONE EAST MIDLANDS ◉,BBCOneEastMidland.uk,freeview,BBCOneEastMidlands.uk,high
P1,UK: BBC ONE WEST MIDLANDS ◉,BBCOneWestMidland.uk,freeview,BBCOneWestMidlands.uk,high
P1,UK: BBC ONE NORTH WEST ◉,BBCOneNorthWest.uk,freeview,BBCOneNorthWest.uk,high
P1,UK: BBC ONE SOUTH EAST ◉,BBCOneSouthEast.uk,freeview,BBCOneSouthEast.uk,high
P1,UK: BBC ONE NORTH EAST& CAM ◉,BBCOneNorthernIreland.uk,freeview,BBCOneNorthEastCumbria.uk,high
P1,UK: BBC ONE WALES 4K ◉,BBCOneNorthWest.uk,freeview,BBCOneWalesHD.uk,high
P1,UK: BBC TWO NORTHERN IRELAND ◉,BBC2NI.uk,freeview,BBCTwoNorthernIreland.uk,high
P1,UK: BBC SCOTLAND HD ◉,BBCScotland.uk,freeview,BBCScotland.uk,high
P1,UK: BBC ONE SCOTLAND HD ◉,BBCOneScotland.uk,freeview,BBCOneScotHD.uk,high
P1,UK: BBC TWO SCOTLAND ◉,BBC2.uk,freeview,BBCTwoHD.uk,low
P1,UK: BBC TWO WALES ◉,BBCTwoWales.uk,freeview,BBCTwoWales.uk,high
P1,UK: CHANNEL 4 LONDON ◉,Channel4.uk,freeview,Channel4London.uk,high
P1,UK: CHANNEL 4 MIDLANDS ◉,Channel4.uk,freeview,Channel4Midlands.uk,high
P1,UK: CHANNEL 4 NORTH ◉,Channel4.uk,freeview,Channel4North.uk,high
P1,UK: CHANNEL 4 SCOTLAND +1 ◉,Channel4.uk,freeview,Channel4Plus1Scotland.uk,high
P1,UK: CHANNEL 4 SOUTH & EAST +1 ◉,Channel4.uk,freeview,Channel4Plus1South.uk,medium
P1,UK: ITV LONDON 4K ◉,TS,freeview,ITV1London.uk,high
P1,UK: ITV LONDON,,freeview,ITV1London.uk,high
P1,UK: ITV GRANADA ◉,ITVGranada.uk,freeview,ITV1Granada.uk,high
P1,UK: ITV ANGLIA EAST ◉,TS,freeview,ITV1Anglia.uk,high
P1,UK: ITV ANGLIA TV WEST ◉,TS,freeview,ITV1AngliaWest.uk,high
P1,UK: ITV WESTCOUNTRY WEST ◉,ITVWestcountry.uk,freeview,ITV1WestCountry.uk,medium
P1,UK: ITV WESTCOUNTRY SOUTH WEST ◉,ITVWestcountry.uk,freeview,ITV1WestCountry.uk,medium
P1,UK: ITV CENTRAL WEST ◉,ITVCentral.uk,freeview,ITV1CentralW.uk,high
P1,UK: ITV CENTRAL EAST ◉,ITVCentral.uk,freeview,ITV1CentralE.uk,high
P1,UK: ITV TYNE TEES ◉,TS,freeview,ITV1TyneTees.uk,high
P1,UK: Talk TV 4K ◉,TalkTV.uk,,,none
P1,Uk:  ITV Channel Islands 4K ◉,TS,freeview,ITV1MeridianS.uk,low
P1,UK: ITV WALES ◉,ITVWales.uk,freeview,ITV1Wales.uk,high
P1,UK: ITV BORDER SCOTLAND ◉,TS,freeview,ITV1Border.uk,high
P1,UK: DAYSTAR HD ◉,TS,epgshare,DAYSTAR.HD.uk,high
P1,UK: SKY ATLANTIC 4K ◉,SkyAtlantic.uk,epgshare,Sky.Atlantic.HD.uk,high
P1,UK: SKY ARTS 4K ◉,SkyArts.uk,freeview,SkyArts.uk,high
P1,UK: SKY WITNESS HD ◉,SkyWitness.uk,epgshare,Sky.Witness.HD.uk,high
P1,UK: SKY HISTORY +1 ◉,HistoryChannel.uk,epgshare,Sky.HistoryHD.uk|+1h,medium
P1,UK: COMEDY CENTRAL 4K ◉,ComedyCentral.uk,epgshare,ComedyCentral.uk,high
P1,UK: EDEN 4K ◉,Eden.uk,freeview,UAndEden.uk,high
P1,UK: GOLD 4K ◉,GOLD.uk,epgshare,U.and.GOLD.HD.uk,high
P1,UK: BLAZE 4K ◉,Blaze.uk,freeview,Blaze.uk,high
P1,UK: SYFY 4K ◉,Syfy.uk,,,none
P1,UK: TCM 4K ◉,TCM.uk,,,none
P1,UK: FILM 4 4K ◉,TS,freeview,Film4.uk,high
P1,UK: DAVE 4K ◉,Dave.uk,freeview,UAndDave.uk,high
P1,UK: MORE 4 4K ◉,TS,freeview,More4.uk,high
P1,UK: STV 4K ◉,STV.uk,freeview,STVCentral.uk,medium
P1,UK: UTV 4K ◉,UTV.uk,freeview,UTV.uk,high
P1,UK: UTV HD ◉,UTV.uk,freeview,UTV.uk,high
P1,UK: AMC 4K ◉,AMC.uk,,,none
P1,UK: QUEST 4K ◉,Quest.uk,freeview,QuestHD.uk,high
P1,UK: PARAMOUNT HD ◉,TS,,,none
P1,UK: Quest Red +1 ◉,W.uk,freeview,QuestRedPlus1.uk,high
P1,UK: COMEDY CENTRAL ◉,ComedyCentral.uk,epgshare,ComedyCentral.uk,high
P1,UK: COMEDY CENT XTRA+1 ◉,ComedyCentral.uk,epgshare,ComedyCent+1.uk,low
P1,UK: GOLD +1 ◉,GOLD.uk,epgshare,U.and.GOLD+1.uk,high
P1,UK: MORE4 ◉,TS,freeview,More4.uk,high
P1,UK: DAVE ◉,Dave.uk,freeview,UAndDave.uk,high
P1,UK: EDEN ◉,Eden.uk,freeview,UAndEden.uk,high
P1,UK: EDEN +1 ◉,Eden.uk,freeview,UAndEdenPlus1.uk,high
P1,UK: E! ENTERTAINMENT ◉,EEntertainment.uk,,,none
P1,UK: HORROR CHANNEL ◉,HorrorChannel.uk,freeview,Legend.uk,low
P1,UK: HORROR CHANNEL +1 ◉,HorrorChannel.uk,freeview,LegendXtraPlus1.uk,low
P1,UK: HORROR XTRA ◉,TS,freeview,LegendXtra.uk,low
P1,UK: 5 STAR ◉,5star.uk,freeview,5Star.uk,high
P1,UK: 5 STAR+1 ◉,TS,freeview,5StarPlus1.uk,high
P1,UK: 5 SELECT ◉,,freeview,5Select.uk,high
P1,UK: 5 USA ◉,FiveUSA.uk,freeview,5USA.uk,high
P1,UK: 5 USA +1 ◉,FiveUSA.uk,freeview,5USAPlus1.uk,high
P1,UK: CBS JUSTICE ◉,CBSJustice.uk,epgshare,CBS.Justice.uk,high
P1,UK: CBS DRAMA ◉,CBSDrama.uk,,,none
P1,UK: CBS REALITY ◉,CBSReality.uk,,,none
P1,UK: CBS REALITY +1 ◉,CBSReality.uk,,,none
P1,UK: DRAMA ◉,Drama.uk,freeview,UAndDrama.uk,high
P1,UK: DRAMA + 1 ◉,TS,freeview,UAndDramaPlus1.uk,high
P1,UK: CHALLENGE ◉,Challenge.uk,freeview,Challenge.uk,high
P1,UK: YESTERDAY ◉,Yesterday.uk,freeview,UAndYesterday.uk,high
P1,UK: S4C ◉,S4C.uk,freeview,S4C.uk,high
P1,UK: REALLY ◉,Really.uk,freeview,Really.uk,high
P1,UK: REALITY XTRA IE ◉,RealityXtra.uk,,,none
P1,UK: QVC UK ◉,QVC.uk,freeview,QVCUK.uk,high
P1,UK: QVC BEAUTY ◉,QVCBeauty.uk,freeview,QVCBeautyUK.uk,high
P1,UK: QVC EXTRA ◉,QVCExtra.uk,freeview,QVCExtraUK.uk,high
P1,UK: QVC STYLE ◉,QVCStyle.uk,freeview,QVCStyleUK.uk,high
P1,UK: DMAX ◉,DiscoveryDMAX.uk,freeview,DMAX.uk,high
P1,UK: DMAX +1 ◉,DiscoveryDMAX.uk,freeview,DMAXUKPlus1.uk,high
P1,UK: PBS AMERICA ◉,PBSAmerica.uk,freeview,PBSAmerica.uk,high
P1,UK: BEST DIRECT ◉,BestDirect.uk,freeview,BestDirect.uk,high
P1,UK: CRAFT EXTRA ◉,CraftExtra.uk,,,none
P1,UK: GEMS TV ◉,GemsTV.uk,freeview,GemsTV.uk,medium
P1,UK: GREAT MYSTERY,,freeview,GreatMystery.uk,high
P1,UK: QUEST +1 ◉,Quest.uk,freeview,QuestPlus1.uk,high
P1,UK: JML DIRECT ◉,JMLDirect.uk,,,none
P1,UK: QUEST RED +1 ◉,QuestRed.uk,freeview,QuestRedPlus1.uk,high
P1,UK: TJC ◉,TheJewelryChannel.uk,freeview,TJC.uk,high
P1,UK: TV WAREHOUSE ◉,TVWarehouse.uk,freeview,TVWarehouse.uk,high
P1,UK: PICK TV ◉,TS,,,none
P1,UK: 5 Action HD ◉,5Action.uk,freeview,5Action.uk,high
P1,UK: New Vision / ARY WORLD ◉,NewVision.uk,,,none
P1,UK: E4 EXTRA ◉,TS,freeview,E4Extra.uk,high
P1,UK: Oireachtas ◉,TS,,,none
P1,UK: GBC,,,,none
P1,UK: BBC 1 HEVC HD,BBC1.uk,freeview,BBCOneLondonHD.uk,medium
P1,UK: BBC 2 HEVC HD,BBC2.uk,freeview,BBCTwoHD.uk,high
P1,UK: ITV 1 HEVC HD,ITV1.uk,freeview,ITV1London.uk,medium
P1,UK: ITV 2 HEVC HD,ITV2.uk,freeview,ITV2.uk,high
P1,UK: ITV 3 HEVC HD,ITV3.uk,freeview,ITV3.uk,high
P1,UK: ITV 4 HEVC HD,ITV4.uk,freeview,ITV4.uk,high
P1,UK: CHANNEL 4 HEVC HD,Channel4.uk,freeview,Channel4London.uk,medium
P1,UK: E4 HEVC HD,E4.uk,freeview,E4.uk,high
P1,UK: CHANNEL 5 HEVC HD,Channel5.uk,freeview,5.uk,high
P1,UK: MORE 4 HEVC HD,More4.uk,freeview,More4.uk,high
P1,UK: COMEDY CENTRAL HEVC HD,ComedyCentral.uk,epgshare,ComedyCentral.uk,high
P1,UK: FILM 4 HEVC HD,Film4.uk,freeview,Film4.uk,high
P1,UK: WATCH HEVC HD,,freeview,UAndW.uk,high
P1,UK: GOLD HEVC HD,,epgshare,U.and.GOLD.HD.uk,high
P1,UK: ALIBI HEVC HD,Alibi.uk,epgshare,U.and.alibi.HD.uk,high
P1,UK: ITV MERIDIAN 4K,,freeview,ITV1MeridianS.uk,medium
P1,UK: BBC 1 HEVC 4K,BBC1.uk,freeview,BBCOneLondonHD.uk,medium
P1,UK: BBC 2 HEVC 4K,BBC2.uk,freeview,BBCTwoHD.uk,high
P1,UK: ITV 1 HEVC 4K,ITV1.uk,freeview,ITV1London.uk,medium
P1,UK: ITV 2 HEVC 4K,ITV2.uk,freeview,ITV2.uk,high
P1,UK: ITV 4 HEVC 4K,ITV4.uk,freeview,ITV4.uk,high
P1,UK: ITV 3 HEVC 4K,ITV3.uk,freeview,ITV3.uk,high
P1,UK: ITV Yorkshire 4K,,freeview,ITV1YorkshireWest.uk,high
P1,UK: CHANNEL 4 HEVC 4K,Channel4.uk,freeview,Channel4London.uk,medium
P1,UK: CHANNEL 5 HEVC 4K,Channel5.uk,freeview,5.uk,high
P1,UK: E4  HEVC 4K,E4.uk,freeview,E4.uk,high
P1,UK: FILM 4 HEVC 4K,Film4.uk,freeview,Film4.uk,high
P1,UK: COMEDY CENTRAL HEVC 4K,,epgshare,ComedyCentral.uk,high
P1,UK: MORE 4 HEVC 4K,More4.uk,freeview,More4.uk,high
P1,UK: WATCH HEVC 4K,,freeview,UAndW.uk,high
P1,UK: MORE 4+1,,freeview,More4Plus1.uk,high
P1,UK: GOLD HEVC 4K,GOLD.uk,epgshare,U.and.GOLD.HD.uk,high
P1,UK: ALIBI HEVC 4K,Alibi.uk,epgshare,U.and.alibi.HD.uk,high
P1,UK: BBC NEWS ᴿᴬᵂ,,freeview,BBCNews.uk,high
P1,UK: BBC ONE CHANNEL ISLANDS ᴿᴬᵂ,,freeview,BBCOneChannelIslands.uk,high
P1,UK: BBC ONE EAST ᴿᴬᵂ,,freeview,BBCOneEast.uk,high
P1,UK: BBC ONE EAST MIDLANDS ᴿᴬᵂ,,freeview,BBCOneEastMidlands.uk,high
P1,UK: BBC ONE EAST YORKSHIRE & LINCOLNSHIRE ᴿᴬᵂ,,freeview,BBCOneYorksLincs.uk,high
P1,UK: BBC ONE LONDON ᴿᴬᵂ,,freeview,BBCOneLondonHD.uk,high
P1,UK: BBC ONE NI ᴿᴬᵂ,,freeview,BBCOneNorthernIreland.uk,high
P1,UK: BBC ONE NORTH EAST & CUMBRIA ᴿᴬᵂ,,freeview,BBCOneNorthEastCumbria.uk,high
P1,UK: BBC ONE NORTH WEST ᴿᴬᵂ,,freeview,BBCOneNorthWest.uk,high
P1,UK: BBC ONE SCOTLAND ᴿᴬᵂ,,freeview,BBCOneScotHD.uk,high
P1,UK: BBC ONE SOUTH ᴿᴬᵂ,,freeview,BBCOneSouth.uk,high
P1,UK: BBC ONE SOUTH EAST ᴿᴬᵂ,,freeview,BBCOneSouthEast.uk,high
P1,UK: BBC ONE SOUTH WEST ᴿᴬᵂ,,freeview,BBCOneSouthWest.uk,high
P1,UK: BBC ONE WALES ᴿᴬᵂ,,freeview,BBCOneWalesHD.uk,high
P1,UK: BBC ONE WEST ᴿᴬᵂ,,freeview,BBCOneWest.uk,high
P1,UK: BBC ONE WEST MIDLANDS ᴿᴬᵂ,,freeview,BBCOneWestMidlands.uk,high
P1,UK: BBC ONE YORKSHIRE ᴿᴬᵂ,,freeview,BBCOneYorkshire.uk,high
P1,UK: BBC PARLIAMENT ᴿᴬᵂ,,freeview,BBCParliament.uk,high
P1,UK: BBC SCOTLAND ᴿᴬᵂ,,freeview,BBCScotland.uk,high
P1,UK: BBC THREE ᴿᴬᵂ,,freeview,BBCThreeHD.uk,high
P1,UK: BBC TWO ENGLAND ᴿᴬᵂ,,freeview,BBCTwoHD.uk,high
P1,UK: BBC TWO NI ᴿᴬᵂ,,freeview,BBCTwoNorthernIreland.uk,high
P1,UK: BBC TWO WALES ᴿᴬᵂ,,freeview,BBCTwoWales.uk,high
P1,UK: BBC CBBC ᴿᴬᵂ,,freeview,CBBC.uk,high
P1,UK: BBC CBEEBIES ᴿᴬᵂ,,freeview,CBeebies.uk,high
P1,UK: BBC ALBA ᴿᴬᵂ,,freeview,BBCAlba.uk,high
P1,UK: BBC FOUR ᴿᴬᵂ,,freeview,BBCFourHD.uk,high
P1,UK: BBC RADIO 1 ᴿᴬᵂ,,freeview,BBCR1.uk,high
P1,UK: BBC RADIO 1 ANTHEMS ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO 1 DANCE ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO 1XTRA ᴿᴬᵂ,,freeview,BBCR1X.uk,high
P1,UK: BBC RADIO 2 ᴿᴬᵂ,,freeview,BBCR2.uk,high
P1,UK: BBC RADIO 3 ᴿᴬᵂ,,freeview,BBCR3.uk,high
P1,UK: BBC RADIO 3 UNWIND ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO 4 ᴿᴬᵂ,,freeview,BBCR4FM.uk,high
P1,UK: BBC RADIO 4 EXTRA ᴿᴬᵂ,,freeview,BBCR4EX.uk,high
P1,UK: BBC RADIO 5 LIVE ᴿᴬᵂ,,freeview,BBCR5L.uk,high
P1,UK: BBC RADIO 5 LIVE SPORTS EXTRA ᴿᴬᵂ,,freeview,BBCR5SX.uk,high
P1,UK: BBC RADIO 6 MUSIC ᴿᴬᵂ,,freeview,BBCR6M.uk,high
P1,UK: BBC RADIO ASIAN NETWORK ᴿᴬᵂ,,freeview,BBCRAsianNetwork.uk,high
P1,UK: BBC RADIO BERKSHIRE ᴿᴬᵂ,,freeview,BBCRadioBerkshire.uk,high
P1,UK: BBC RADIO BRISTOL ᴿᴬᵂ,,freeview,BBCRadioBristol.uk,high
P1,UK: BBC RADIO CAMBRIDGE ᴿᴬᵂ,,freeview,BBCRadioCambridgeshire.uk,high
P1,UK: BBC RADIO CORNWALL ᴿᴬᵂ,,freeview,BBCRadioCornwall.uk,high
P1,UK: BBC RADIO COVENTRY & WARWICKSHIRE (CWR) ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO CUMBRIA ᴿᴬᵂ,,freeview,BBCRadioCumbria.uk,high
P1,UK: BBC RADIO CYMRU ᴿᴬᵂ,,freeview,BBCRadioCymru.uk,high
P1,UK: BBC RADIO CYMRU 2 ᴿᴬᵂ,,freeview,BBCRadioCymru2.uk,high
P1,UK: BBC RADIO DERBY ᴿᴬᵂ,,freeview,BBCRadioDerby.uk,high
P1,UK: BBC RADIO DEVON ᴿᴬᵂ,,freeview,BBCRadioDevon.uk,high
P1,UK: BBC RADIO ESSEX ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO FOYLE ᴿᴬᵂ,,freeview,BBCRadioFoyle.uk,high
P1,UK: BBC RADIO GLOUCESTERSHIRE ᴿᴬᵂ,,freeview,BBCRadioGloucestershire.uk,high
P1,UK: BBC RADIO GUERNSEY ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO HEREFORD & WORCESTER ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO HUMBERSIDE ᴿᴬᵂ,,freeview,BBCRadioHumberside.uk,high
P1,UK: BBC RADIO JERSEY ᴿᴬᵂ,,freeview,BBCRadioJersey.uk,high
P1,UK: BBC RADIO KENT ᴿᴬᵂ,,freeview,BBCRadioKent.uk,high
P1,UK: BBC RADIO LANCASHIRE ᴿᴬᵂ,,freeview,BBCRadioLancashire.uk,high
P1,UK: BBC RADIO LEEDS ᴿᴬᵂ,,freeview,BBCRadioLeeds.uk,high
P1,UK: BBC RADIO LEICESTER ᴿᴬᵂ,,freeview,BBCRadioLeicester.uk,high
P1,UK: BBC RADIO LINCOLNSHIRE ᴿᴬᵂ,,freeview,BBCRadioLincolnshire.uk,high
P1,UK: BBC RADIO LONDON ᴿᴬᵂ,,freeview,BBCRadioLondon.uk,high
P1,UK: BBC RADIO MANCHESTER ᴿᴬᵂ,,freeview,BBCRadioManchester.uk,high
P1,UK: BBC RADIO MERSEYSIDE ᴿᴬᵂ,,freeview,BBCRadioMerseyside.uk,high
P1,UK: BBC RADIO NAN GAIDHEAL ᴿᴬᵂ,,freeview,BBCRadioGaidhael.uk,high
P1,UK: BBC RADIO NEWCASTLE ᴿᴬᵂ,,freeview,BBCRadioNewcastle.uk,high
P1,UK: BBC EVENTS 1 ᴿᴬᵂ,,,,none
P1,UK: BBC EVENTS 1 ᵁᴴᴰ ³⁸⁴⁰ᴾ,,,,none
P1,UK: BBC RADIO NOTTINGHAM ᴿᴬᵂ,,freeview,BBCRadioNottingham.uk,high
P1,UK: BBC RADIO ORKNEY ᴿᴬᵂ,,freeview,BBCRadioOrkney.uk,high
P1,UK: BBC RADIO OXFORD ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO SCOTLAND EXTRA ᴿᴬᵂ,,freeview,BBCRScotland.uk,low
P1,UK: BBC RADIO SCOTLAND FM ᴿᴬᵂ,,freeview,BBCRScotland.uk,high
P1,UK: BBC RADIO SHEFFIELD ᴿᴬᵂ,,freeview,BBCRadioSheffield.uk,high
P1,UK: BBC RADIO SHROPSHIRE ᴿᴬᵂ,,freeview,BBCRadioShropshire.uk,high
P1,UK: BBC RADIO SOLENT ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO SOLENT WEST DORSET ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO SOMERSET ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO STOKE ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO SUFFOLK ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO SURREY ᴿᴬᵂ,,freeview,BBCRadioSurrey.uk,high
P1,UK: BBC RADIO SUSSEX ᴿᴬᵂ,,epgshare,BBC.Radio.Sussex.uk,high
P1,UK: BBC RADIO TEES ᴿᴬᵂ,,freeview,BBCRadioTees.uk,high
P1,UK: BBC RADIO THREE COUNTIES ᴿᴬᵂ,,freeview,BBCRadioThreeCounties.uk,high
P1,UK: BBC RADIO ULSTER ᴿᴬᵂ,,freeview,BBCRUlster.uk,high
P1,UK: BBC RADIO WALES ᴿᴬᵂ,,freeview,BBCRWales.uk,high
P1,UK: BBC RADIO WILTSHIRE ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO WM ᴿᴬᵂ,,,,none
P1,UK: BBC RADIO WORLD SERVICE ᴿᴬᵂ,,freeview,BBCWorldService.uk,high
P1,UK: BBC RADIO YORK ᴿᴬᵂ,,freeview,BBCRadioYork.uk,high
P1,UK: BBC RED BUTTON ᴿᴬᵂ,,freeview,BBCRedButton1.uk,low
P1,UK: BBC RED BUTTON 1 ᴿᴬᵂ,,freeview,BBCRedButton1.uk,high
P1,UK: BBC RED BUTTON 2 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 3 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 4 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 5 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 6 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 7 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 8 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 9 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 10 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 11 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 12 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 13 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 14 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 15 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 16 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 17 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 18 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 19 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 20 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 21 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 22 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 23 ᴿᴬᵂ,,,,none
P1,UK: BBC RED BUTTON 24 ᴿᴬᵂ,,,,none
P1,UK: ALL ACTION MOVIES CHANNEL ᴴᴰ,,,,none
P1,UK: COMEDY 24/7 ᴴᴰ,,,,none
P1,UK: ITV 1 ᴴᴰ,,freeview,ITV1London.uk,medium
P1,UK: ITV 2 ᴴᴰ,,freeview,ITV2.uk,high
P1,UK: ITV 3 ᴴᴰ,itv3.uk,freeview,ITV3.uk,high
P1,UK: ITV 4 ᴴᴰ,,freeview,ITV4.uk,high
P1,UK: ITV BE ᴴᴰ,,,,none
P1,UK: ITV SIGNED ᴴᴰ,,,,none
